query_gallery_id,query_path,gallery_id,gallery_path,rank,distance
bzrrcb,bzrrcb,lletye,lletye,35,0.7584443688392639
bzrrcb,bzrrcb,uses8h,uses8h,36,0.7616268396377563
bzrrcb,bzrrcb,rlqyn4,rlqyn4,37,0.7648819088935852
bzrrcb,bzrrcb,jybxe3,jybxe3,38,0.7652385830879211
bzrrcb,bzrrcb,yzvnd4,yzvnd4,39,0.7654666304588318
bzrrcb,bzrrcb,mp5t2d,mp5t2d,40,0.7734529376029968
bzrrcb,bzrrcb,4r1cj2,4r1cj2,41,0.7740324139595032
bzrrcb,bzrrcb,q9pqsc,q9pqsc,42,0.7752199769020081
bzrrcb,bzrrcb,h106l5,h106l5,43,0.77804034948349
bzrrcb,bzrrcb,4m9xdf,4m9xdf,44,0.7793352603912354
bzrrcb,bzrrcb,s28c70,s28c70,45,0.7809179425239563
bzrrcb,bzrrcb,c1cvaf,c1cvaf,46,0.7815307974815369
bzrrcb,bzrrcb,mt8q19,mt8q19,47,0.7821239829063416
bzrrcb,bzrrcb,yp698d,yp698d,48,0.7837629914283752
bzrrcb,bzrrcb,ncg9h2,ncg9h2,49,0.7843846678733826
bzrrcb,bzrrcb,ele7qd,ele7qd,50,0.7843878269195557
bzrrcb,bzrrcb,pv90nb,pv90nb,51,0.7902640104293823
bzrrcb,bzrrcb,jgwthh,jgwthh,52,0.7915984988212585
bzrrcb,bzrrcb,r3zoy3,r3zoy3,53,0.7953024506568909
bzrrcb,bzrrcb,1g1zt6,1g1zt6,54,0.797599732875824
bzrrcb,bzrrcb,l4c4u0,l4c4u0,55,0.8012186288833618
bzrrcb,bzrrcb,tvgkph,tvgkph,56,0.801601231098175
bzrrcb,bzrrcb,gx16i7,gx16i7,57,0.803264856338501
bzrrcb,bzrrcb,qsb7h2,qsb7h2,58,0.8045673966407776
bzrrcb,bzrrcb,u31kk9,u31kk9,59,0.8052961230278015
bzrrcb,bzrrcb,i8sxka,i8sxka,60,0.8065269589424133
bzrrcb,bzrrcb,bo9ct1,bo9ct1,61,0.8078084588050842
bzrrcb,bzrrcb,ixawn1,ixawn1,62,0.8082533478736877
bzrrcb,bzrrcb,0k9b61,0k9b61,63,0.8085207939147949
bzrrcb,bzrrcb,rquo14,rquo14,64,0.8098695278167725
bzrrcb,bzrrcb,2m19e9,2m19e9,65,0.8111799955368042
bzrrcb,bzrrcb,b3shr8,b3shr8,66,0.8125944137573242
bzrrcb,bzrrcb,jv45be,jv45be,67,0.8172656297683716
bzrrcb,bzrrcb,l58ew3,l58ew3,68,0.8178651928901672
bzrrcb,bzrrcb,4smcuf,4smcuf,69,0.8180046677589417
bzrrcb,bzrrcb,mr8gde,mr8gde,70,0.8181536793708801
bzrrcb,bzrrcb,t9dx7c,t9dx7c,71,0.8186928629875183
bzrrcb,bzrrcb,umbqqb,umbqqb,72,0.8220866918563843
bzrrcb,bzrrcb,tmfhaf,tmfhaf,73,0.8234328627586365
bzrrcb,bzrrcb,7pjgw2,7pjgw2,74,0.8248748779296875
bzrrcb,bzrrcb,magt44,magt44,75,0.8249383568763733
bzrrcb,bzrrcb,fzpn5c,fzpn5c,76,0.8250619173049927
bzrrcb,bzrrcb,hjskq6,hjskq6,77,0.8250967860221863
bzrrcb,bzrrcb,iplat0,iplat0,78,0.8253779411315918
bzrrcb,bzrrcb,m44qh7,m44qh7,79,0.827306866645813
bzrrcb,bzrrcb,sbbxzg,sbbxzg,80,0.8295984864234924
bzrrcb,bzrrcb,13ji16,13ji16,81,0.8318305015563965
bzrrcb,bzrrcb,4ecpph,4ecpph,82,0.8318860530853271
bzrrcb,bzrrcb,25ynt9,25ynt9,83,0.8327034115791321
bzrrcb,bzrrcb,bucrz0,bucrz0,84,0.8347451090812683
bzrrcb,bzrrcb,r9unl5,r9unl5,85,0.835416316986084
bzrrcb,bzrrcb,aoy4db,aoy4db,86,0.8358906507492065
bzrrcb,bzrrcb,nu639a,nu639a,87,0.836357593536377
bzrrcb,bzrrcb,qma812,qma812,88,0.8376759886741638
bzrrcb,bzrrcb,djwkkh,djwkkh,89,0.8382436633110046
bzrrcb,bzrrcb,ry3kpf,ry3kpf,90,0.8402100801467896
bzrrcb,bzrrcb,gzkks4,gzkks4,91,0.840333104133606
bzrrcb,bzrrcb,juz9af,juz9af,92,0.841421365737915
bzrrcb,bzrrcb,mnxmx4,mnxmx4,93,0.8424452543258667
bzrrcb,bzrrcb,xgkfg2,xgkfg2,94,0.8429907560348511
bzrrcb,bzrrcb,oz0m41,oz0m41,95,0.8439224362373352
bzrrcb,bzrrcb,wupldg,wupldg,96,0.8443197011947632
bzrrcb,bzrrcb,zphpp2,zphpp2,97,0.8449705839157104
bzrrcb,bzrrcb,galyr6,galyr6,98,0.8450703620910645
bzrrcb,bzrrcb,r4r1j0,r4r1j0,99,0.8453674912452698
bzrrcb,bzrrcb,6plhha,6plhha,100,0.8465646505355835
bzrrcb,bzrrcb,uu64m1,uu64m1,101,0.8479185700416565
bzrrcb,bzrrcb,s8o6f6,s8o6f6,102,0.8497883677482605
bzrrcb,bzrrcb,adn1w9,adn1w9,103,0.8510833382606506
bzrrcb,bzrrcb,hczvl7,hczvl7,104,0.8519569635391235
bzrrcb,bzrrcb,pk7p58,pk7p58,105,0.8539413213729858
bzrrcb,bzrrcb,svyrr0,svyrr0,106,0.8549951314926147
bzrrcb,bzrrcb,b2cnae,b2cnae,107,0.859364926815033
bzrrcb,bzrrcb,38zz45,38zz45,108,0.8602352142333984
bzrrcb,bzrrcb,c22iyc,c22iyc,109,0.8603392243385315
bzrrcb,bzrrcb,46pyg0,46pyg0,110,0.860933244228363
bzrrcb,bzrrcb,6b73hd,6b73hd,111,0.8628665208816528
bzrrcb,bzrrcb,f74hqg,f74hqg,112,0.8640442490577698
bzrrcb,bzrrcb,bkkl0c,bkkl0c,113,0.8650662899017334
bzrrcb,bzrrcb,lptit1,lptit1,114,0.8678529858589172
bzrrcb,bzrrcb,z8z5nd,z8z5nd,115,0.8687294125556946
bzrrcb,bzrrcb,wjqh5d,wjqh5d,116,0.8700342178344727
bzrrcb,bzrrcb,bp1br5,bp1br5,117,0.870578408241272
bzrrcb,bzrrcb,tdrsi9,tdrsi9,118,0.8716058135032654
bzrrcb,bzrrcb,i3e6z5,i3e6z5,119,0.8719298243522644
bzrrcb,bzrrcb,2fv2sd,2fv2sd,120,0.8726370930671692
bzrrcb,bzrrcb,dkr9la,dkr9la,121,0.8744212985038757
bzrrcb,bzrrcb,fb23kd,fb23kd,122,0.8788806200027466
bzrrcb,bzrrcb,2f8nt3,2f8nt3,123,0.8828827142715454
bzrrcb,bzrrcb,0t2x07,0t2x07,124,0.8847045302391052
bzrrcb,bzrrcb,sg7er2,sg7er2,125,0.8858705759048462
bzrrcb,bzrrcb,ywk5fd,ywk5fd,126,0.8860546350479126
bzrrcb,bzrrcb,k18xw3,k18xw3,127,0.8863858580589294
bzrrcb,bzrrcb,9apgh9,9apgh9,128,0.8873758912086487
bzrrcb,bzrrcb,lm2no9,lm2no9,129,0.8892727494239807
bzrrcb,bzrrcb,e4opda,e4opda,130,0.889790952205658
bzrrcb,bzrrcb,12u6g7,12u6g7,131,0.8899381756782532
bzrrcb,bzrrcb,ccb5v8,ccb5v8,132,0.8975497484207153
bzrrcb,bzrrcb,mt0c58,mt0c58,133,0.8985298275947571
bzrrcb,bzrrcb,283qff,283qff,134,0.9005153775215149
bzrrcb,bzrrcb,tsg3y1,tsg3y1,135,0.9009846448898315
bzrrcb,bzrrcb,05gks1,05gks1,136,0.9023851752281189
bzrrcb,bzrrcb,mmzaec,mmzaec,137,0.9025689959526062
bzrrcb,bzrrcb,39k540,39k540,138,0.9029514193534851
bzrrcb,bzrrcb,w6rik0,w6rik0,139,0.9033530354499817
bzrrcb,bzrrcb,e8g7w3,e8g7w3,140,0.9047133326530457
bzrrcb,bzrrcb,gnf1da,gnf1da,141,0.9048680067062378
bzrrcb,bzrrcb,lozef6,lozef6,142,0.9063314199447632
bzrrcb,bzrrcb,ne9zbe,ne9zbe,143,0.9083830118179321
bzrrcb,bzrrcb,wst9u2,wst9u2,144,0.9116405844688416
bzrrcb,bzrrcb,a6ggjb,a6ggjb,145,0.912473738193512
bzrrcb,bzrrcb,ab6z4c,ab6z4c,146,0.913588285446167
bzrrcb,bzrrcb,55ffwb,55ffwb,147,0.9139057993888855
bzrrcb,bzrrcb,wngi78,wngi78,148,0.9203547835350037
bzrrcb,bzrrcb,kdxq7g,kdxq7g,149,0.9215997457504272
bzrrcb,bzrrcb,pkas6f,pkas6f,150,0.9223777055740356
bzrrcb,bzrrcb,hge2u2,hge2u2,151,0.9250529408454895
bzrrcb,bzrrcb,65zcle,65zcle,152,0.9264331459999084
bzrrcb,bzrrcb,3sa3ah,3sa3ah,153,0.928380012512207
bzrrcb,bzrrcb,da80r6,da80r6,154,0.9346280097961426
bzrrcb,bzrrcb,vis5r4,vis5r4,155,0.9353818297386169
bzrrcb,bzrrcb,7bxc2e,7bxc2e,156,0.9362814426422119
bzrrcb,bzrrcb,g3gbk0,g3gbk0,157,0.9395308494567871
bzrrcb,bzrrcb,4w8s1f,4w8s1f,158,0.9410408139228821
bzrrcb,bzrrcb,sghqpc,sghqpc,159,0.9455943703651428
bzrrcb,bzrrcb,wqykfg,wqykfg,160,0.9461348652839661
bzrrcb,bzrrcb,ucbf24,ucbf24,161,0.9465497136116028
bzrrcb,bzrrcb,tgado9,tgado9,162,0.9490649104118347
bzrrcb,bzrrcb,09aux4,09aux4,163,0.9490873217582703
bzrrcb,bzrrcb,6j6smg,6j6smg,164,0.9510447382926941
bzrrcb,bzrrcb,z0khd6,z0khd6,165,0.9517895579338074
bzrrcb,bzrrcb,1qo3p4,1qo3p4,166,0.9537378549575806
bzrrcb,bzrrcb,yteg47,yteg47,167,0.9572276473045349
bzrrcb,bzrrcb,eflvh7,eflvh7,168,0.9580281376838684
bzrrcb,bzrrcb,5v145b,5v145b,169,0.9589738845825195
bzrrcb,bzrrcb,8rqg81,8rqg81,170,0.9662174582481384
bzrrcb,bzrrcb,18vuoa,18vuoa,171,0.9677468538284302
bzrrcb,bzrrcb,n9dpga,n9dpga,172,0.9715285301208496
bzrrcb,bzrrcb,n888te,n888te,173,0.9719234704971313
bzrrcb,bzrrcb,elcnk6,elcnk6,174,0.9729872941970825
bzrrcb,bzrrcb,zendab,zendab,175,0.9731032848358154
bzrrcb,bzrrcb,jilxp3,jilxp3,176,0.9741415977478027
bzrrcb,bzrrcb,mjqrv3,mjqrv3,177,0.9743925333023071
bzrrcb,bzrrcb,enbzv2,enbzv2,178,0.9766924977302551
bzrrcb,bzrrcb,3wacgc,3wacgc,179,0.9774828553199768
bzrrcb,bzrrcb,gd74b6,gd74b6,180,0.9783463478088379
bzrrcb,bzrrcb,kcgan1,kcgan1,181,0.9786033630371094
bzrrcb,bzrrcb,k7tkj1,k7tkj1,182,0.984546959400177
bzrrcb,bzrrcb,ilgq44,ilgq44,183,0.9877426028251648
bzrrcb,bzrrcb,0hsu18,0hsu18,184,0.9886745810508728
bzrrcb,bzrrcb,uv14j3,uv14j3,185,0.9892051219940186
bzrrcb,bzrrcb,laiyxf,laiyxf,186,0.9895370006561279
bzrrcb,bzrrcb,qdapx4,qdapx4,187,0.9910929799079895
bzrrcb,bzrrcb,k492z8,k492z8,188,0.993500828742981
bzrrcb,bzrrcb,dyttp1,dyttp1,189,0.9964138269424438
bzrrcb,bzrrcb,wnlyeb,wnlyeb,190,0.9966577291488647
bzrrcb,bzrrcb,bhnvq6,bhnvq6,191,0.9967490434646606
bzrrcb,bzrrcb,a1rs72,a1rs72,192,0.9978808760643005
bzrrcb,bzrrcb,lb8oq4,lb8oq4,193,1.0049006938934326
bzrrcb,bzrrcb,xu1w2c,xu1w2c,194,1.0074248313903809
bzrrcb,bzrrcb,8q5ypa,8q5ypa,195,1.0110645294189453
bzrrcb,bzrrcb,k398h6,k398h6,196,1.0138014554977417
bzrrcb,bzrrcb,12isy9,12isy9,197,1.0294901132583618
bzrrcb,bzrrcb,tql03c,tql03c,198,1.0303210020065308
bzrrcb,bzrrcb,kfp7b8,kfp7b8,199,1.0338793992996216
bzrrcb,bzrrcb,mp36z7,mp36z7,200,1.0497978925704956
bzrrcb,bzrrcb,773yqc,773yqc,201,1.0507067441940308
bzrrcb,bzrrcb,0vsv36,0vsv36,202,1.0509220361709595
bzrrcb,bzrrcb,7apngc,7apngc,203,1.0530428886413574
na66z1,na66z1,bzrrcb,bzrrcb,1,0.274254709482193
na66z1,na66z1,40yjc4,40yjc4,2,0.2999362647533417
na66z1,na66z1,silzf0,silzf0,3,0.38068249821662903
na66z1,na66z1,11jtv4,11jtv4,4,0.44171395897865295
na66z1,na66z1,ax126d,ax126d,5,0.4641560912132263
na66z1,na66z1,wrjeta,wrjeta,6,0.46619635820388794
na66z1,na66z1,xt44yc,xt44yc,7,0.49543094635009766
na66z1,na66z1,ebide1,ebide1,8,0.5108530521392822
na66z1,na66z1,a8w9ib,a8w9ib,9,0.5414810180664062
na66z1,na66z1,oi7f75,oi7f75,10,0.5480346083641052
na66z1,na66z1,zqs1qf,zqs1qf,11,0.5769214630126953
na66z1,na66z1,ay2ic4,ay2ic4,12,0.5772435665130615
na66z1,na66z1,w4le13,w4le13,13,0.5842308402061462
na66z1,na66z1,oflzp6,oflzp6,14,0.5842849016189575
na66z1,na66z1,4dex9b,4dex9b,15,0.5960898399353027
na66z1,na66z1,85ows9,85ows9,16,0.6069534420967102
na66z1,na66z1,veybp4,veybp4,17,0.6423845291137695
na66z1,na66z1,jiq8kf,jiq8kf,18,0.6516194939613342
na66z1,na66z1,b8kvq3,b8kvq3,19,0.6563193798065186
na66z1,na66z1,6emeza,6emeza,20,0.656685471534729
na66z1,na66z1,u0cvy9,u0cvy9,21,0.6585829257965088
na66z1,na66z1,bwiv5b,bwiv5b,22,0.6593930721282959
na66z1,na66z1,ohx7qe,ohx7qe,23,0.6698619723320007
na66z1,na66z1,pasj9d,pasj9d,24,0.6700988411903381
na66z1,na66z1,3q1qg4,3q1qg4,25,0.6734485626220703
na66z1,na66z1,c0c0f1,c0c0f1,26,0.6902681589126587
na66z1,na66z1,n1exr3,n1exr3,27,0.6937498450279236
na66z1,na66z1,ox0fic,ox0fic,28,0.7003412842750549
na66z1,na66z1,q9pqsc,q9pqsc,29,0.701957643032074
na66z1,na66z1,rlqyn4,rlqyn4,30,0.7052249908447266
na66z1,na66z1,4m9xdf,4m9xdf,31,0.706821084022522
na66z1,na66z1,9sen8g,9sen8g,32,0.7108281850814819
na66z1,na66z1,ta9n91,ta9n91,33,0.7185841798782349
na66z1,na66z1,54tb37,54tb37,34,0.7228307127952576
na66z1,na66z1,yzvnd4,yzvnd4,35,0.7230321764945984
na66z1,na66z1,yp698d,yp698d,36,0.7263688445091248
na66z1,na66z1,4r1cj2,4r1cj2,37,0.7291377186775208
na66z1,na66z1,uses8h,uses8h,38,0.729378879070282
na66z1,na66z1,z73l2a,z73l2a,39,0.7311607599258423
na66z1,na66z1,bo9ct1,bo9ct1,40,0.7323929667472839
na66z1,na66z1,ixawn1,ixawn1,41,0.7325232028961182
na66z1,na66z1,mt8q19,mt8q19,42,0.7339550256729126
na66z1,na66z1,lletye,lletye,43,0.7380918860435486
na66z1,na66z1,gx16i7,gx16i7,44,0.7400220036506653
na66z1,na66z1,4smcuf,4smcuf,45,0.7439239025115967
na66z1,na66z1,ncg9h2,ncg9h2,46,0.7455159425735474
na66z1,na66z1,jgwthh,jgwthh,47,0.7474724650382996
na66z1,na66z1,i1rsoh,i1rsoh,48,0.7501120567321777
na66z1,na66z1,ele7qd,ele7qd,49,0.7508061528205872
na66z1,na66z1,l4c4u0,l4c4u0,50,0.7539661526679993
na66z1,na66z1,r4r1j0,r4r1j0,51,0.7549136877059937
na66z1,na66z1,lx4sqg,lx4sqg,52,0.7576032280921936
na66z1,na66z1,s28c70,s28c70,53,0.7577117085456848
na66z1,na66z1,rquo14,rquo14,54,0.7577360272407532
na66z1,na66z1,pv90nb,pv90nb,55,0.7588686347007751
na66z1,na66z1,mp5t2d,mp5t2d,56,0.7601505517959595
na66z1,na66z1,jybxe3,jybxe3,57,0.7608093619346619
na66z1,na66z1,m44qh7,m44qh7,58,0.7608165144920349
na66z1,na66z1,c1cvaf,c1cvaf,59,0.7608294486999512
na66z1,na66z1,wupldg,wupldg,60,0.763160228729248
na66z1,na66z1,13ji16,13ji16,61,0.7650607228279114
na66z1,na66z1,mr8gde,mr8gde,62,0.7667521238327026
na66z1,na66z1,6plhha,6plhha,63,0.7677900195121765
na66z1,na66z1,b3shr8,b3shr8,64,0.7714651226997375
na66z1,na66z1,u31kk9,u31kk9,65,0.771635115146637
na66z1,na66z1,tvgkph,tvgkph,66,0.7741090059280396
na66z1,na66z1,zphpp2,zphpp2,67,0.774804949760437
na66z1,na66z1,svyrr0,svyrr0,68,0.7750622034072876
na66z1,na66z1,tmfhaf,tmfhaf,69,0.7766755819320679
na66z1,na66z1,4ecpph,4ecpph,70,0.7774339318275452
na66z1,na66z1,r3zoy3,r3zoy3,71,0.7781893610954285
na66z1,na66z1,ry3kpf,ry3kpf,72,0.7786113619804382
na66z1,na66z1,1g1zt6,1g1zt6,73,0.7804686427116394
na66z1,na66z1,l58ew3,l58ew3,74,0.7806640863418579
na66z1,na66z1,mnxmx4,mnxmx4,75,0.781259298324585
na66z1,na66z1,pk7p58,pk7p58,76,0.7814584374427795
na66z1,na66z1,0k9b61,0k9b61,77,0.7820129990577698
na66z1,na66z1,qma812,qma812,78,0.7828839421272278
na66z1,na66z1,bucrz0,bucrz0,79,0.7831724286079407
na66z1,na66z1,jv45be,jv45be,80,0.7833171486854553
na66z1,na66z1,umbqqb,umbqqb,81,0.7844460606575012
na66z1,na66z1,i8sxka,i8sxka,82,0.7885916829109192
na66z1,na66z1,juz9af,juz9af,83,0.7890924215316772
na66z1,na66z1,c22iyc,c22iyc,84,0.7901724576950073
na66z1,na66z1,i3e6z5,i3e6z5,85,0.7927380204200745
na66z1,na66z1,xgkfg2,xgkfg2,86,0.7935542464256287
na66z1,na66z1,25ynt9,25ynt9,87,0.7946902513504028
na66z1,na66z1,qsb7h2,qsb7h2,88,0.7958000898361206
na66z1,na66z1,h106l5,h106l5,89,0.7972718477249146
na66z1,na66z1,sbbxzg,sbbxzg,90,0.7983759641647339
na66z1,na66z1,7pjgw2,7pjgw2,91,0.799147367477417
na66z1,na66z1,uu64m1,uu64m1,92,0.8004725575447083
na66z1,na66z1,dkr9la,dkr9la,93,0.8005273938179016
na66z1,na66z1,lm2no9,lm2no9,94,0.8035481572151184
na66z1,na66z1,magt44,magt44,95,0.8072317242622375
na66z1,na66z1,t9dx7c,t9dx7c,96,0.8077486157417297
na66z1,na66z1,6b73hd,6b73hd,97,0.80803382396698
na66z1,na66z1,2f8nt3,2f8nt3,98,0.8086614012718201
na66z1,na66z1,fzpn5c,fzpn5c,99,0.8095974922180176
na66z1,na66z1,46pyg0,46pyg0,100,0.8102431297302246
na66z1,na66z1,f74hqg,f74hqg,101,0.8115602135658264
na66z1,na66z1,oz0m41,oz0m41,102,0.8139920830726624
na66z1,na66z1,ne9zbe,ne9zbe,103,0.8152312636375427
na66z1,na66z1,wjqh5d,wjqh5d,104,0.8160371780395508
na66z1,na66z1,sg7er2,sg7er2,105,0.8175382614135742
na66z1,na66z1,2m19e9,2m19e9,106,0.8235585689544678
na66z1,na66z1,iplat0,iplat0,107,0.8244640231132507
na66z1,na66z1,wst9u2,wst9u2,108,0.8249496221542358
na66z1,na66z1,adn1w9,adn1w9,109,0.8274812698364258
na66z1,na66z1,r9unl5,r9unl5,110,0.8279841542243958
na66z1,na66z1,mmzaec,mmzaec,111,0.8296444416046143
na66z1,na66z1,38zz45,38zz45,112,0.8311812877655029
na66z1,na66z1,tdrsi9,tdrsi9,113,0.8321777582168579
na66z1,na66z1,fb23kd,fb23kd,114,0.8331038355827332
na66z1,na66z1,hczvl7,hczvl7,115,0.8336847424507141
na66z1,na66z1,tsg3y1,tsg3y1,116,0.8357004523277283
na66z1,na66z1,3sa3ah,3sa3ah,117,0.8358688950538635
na66z1,na66z1,283qff,283qff,118,0.8366572260856628
na66z1,na66z1,k18xw3,k18xw3,119,0.8374014496803284
na66z1,na66z1,bp1br5,bp1br5,120,0.8383539319038391
na66z1,na66z1,ywk5fd,ywk5fd,121,0.840961217880249
na66z1,na66z1,djwkkh,djwkkh,122,0.841614305973053
na66z1,na66z1,gzkks4,gzkks4,123,0.8420910835266113
na66z1,na66z1,39k540,39k540,124,0.8421340584754944
na66z1,na66z1,2fv2sd,2fv2sd,125,0.843126654624939
na66z1,na66z1,aoy4db,aoy4db,126,0.8451703190803528
na66z1,na66z1,galyr6,galyr6,127,0.845335066318512
na66z1,na66z1,b2cnae,b2cnae,128,0.8464424014091492
na66z1,na66z1,nu639a,nu639a,129,0.8473647236824036
na66z1,na66z1,bkkl0c,bkkl0c,130,0.8493379950523376
na66z1,na66z1,hjskq6,hjskq6,131,0.8494848608970642
na66z1,na66z1,s8o6f6,s8o6f6,132,0.8515970706939697
na66z1,na66z1,lptit1,lptit1,133,0.8553569316864014
na66z1,na66z1,05gks1,05gks1,134,0.8569357395172119
na66z1,na66z1,1qo3p4,1qo3p4,135,0.8600434064865112
na66z1,na66z1,0t2x07,0t2x07,136,0.8635189533233643
na66z1,na66z1,z8z5nd,z8z5nd,137,0.8651871085166931
na66z1,na66z1,hge2u2,hge2u2,138,0.8675918579101562
na66z1,na66z1,a6ggjb,a6ggjb,139,0.8682743310928345
na66z1,na66z1,ccb5v8,ccb5v8,140,0.8694639205932617
na66z1,na66z1,z0khd6,z0khd6,141,0.8695928454399109
na66z1,na66z1,12u6g7,12u6g7,142,0.8704921007156372
na66z1,na66z1,mt0c58,mt0c58,143,0.8767243027687073
na66z1,na66z1,e4opda,e4opda,144,0.8775824308395386
na66z1,na66z1,4w8s1f,4w8s1f,145,0.8798068761825562
na66z1,na66z1,9apgh9,9apgh9,146,0.8824576735496521
na66z1,na66z1,da80r6,da80r6,147,0.8831467628479004
na66z1,na66z1,sghqpc,sghqpc,148,0.8844660520553589
na66z1,na66z1,kcgan1,kcgan1,149,0.886197030544281
na66z1,na66z1,gnf1da,gnf1da,150,0.8878540992736816
na66z1,na66z1,eflvh7,eflvh7,151,0.8898482918739319
na66z1,na66z1,g3gbk0,g3gbk0,152,0.8919215798377991
na66z1,na66z1,7bxc2e,7bxc2e,153,0.8943191766738892
na66z1,na66z1,5v145b,5v145b,154,0.8944278955459595
na66z1,na66z1,e8g7w3,e8g7w3,155,0.8963446617126465
na66z1,na66z1,w6rik0,w6rik0,156,0.8969966769218445
na66z1,na66z1,09aux4,09aux4,157,0.897774875164032
na66z1,na66z1,pkas6f,pkas6f,158,0.8990582227706909
na66z1,na66z1,bhnvq6,bhnvq6,159,0.9021524786949158
na66z1,na66z1,lozef6,lozef6,160,0.9023298025131226
na66z1,na66z1,ab6z4c,ab6z4c,161,0.9026957750320435
na66z1,na66z1,dyttp1,dyttp1,162,0.9046299457550049
na66z1,na66z1,k7tkj1,k7tkj1,163,0.9057363867759705
na66z1,na66z1,65zcle,65zcle,164,0.9075394868850708
na66z1,na66z1,enbzv2,enbzv2,165,0.9109859466552734
na66z1,na66z1,a1rs72,a1rs72,166,0.9112431406974792
na66z1,na66z1,zendab,zendab,167,0.9121801257133484
na66z1,na66z1,55ffwb,55ffwb,168,0.9130584597587585
na66z1,na66z1,mjqrv3,mjqrv3,169,0.9161092638969421
na66z1,na66z1,wngi78,wngi78,170,0.9174609780311584
na66z1,na66z1,8q5ypa,8q5ypa,171,0.9201550483703613
na66z1,na66z1,vis5r4,vis5r4,172,0.9208572506904602
na66z1,na66z1,uv14j3,uv14j3,173,0.9261570572853088
na66z1,na66z1,n888te,n888te,174,0.9291732907295227
na66z1,na66z1,18vuoa,18vuoa,175,0.9300889372825623
na66z1,na66z1,ucbf24,ucbf24,176,0.9307703971862793
na66z1,na66z1,yteg47,yteg47,177,0.9327397346496582
na66z1,na66z1,tgado9,tgado9,178,0.9349822402000427
na66z1,na66z1,0hsu18,0hsu18,179,0.9362621307373047
na66z1,na66z1,6j6smg,6j6smg,180,0.9365572333335876
na66z1,na66z1,ilgq44,ilgq44,181,0.9413842558860779
na66z1,na66z1,wqykfg,wqykfg,182,0.9428585767745972
na66z1,na66z1,kdxq7g,kdxq7g,183,0.9436090588569641
na66z1,na66z1,k492z8,k492z8,184,0.9488635063171387
na66z1,na66z1,n9dpga,n9dpga,185,0.9494549632072449
na66z1,na66z1,3wacgc,3wacgc,186,0.9517396092414856
na66z1,na66z1,elcnk6,elcnk6,187,0.9529623985290527
na66z1,na66z1,gd74b6,gd74b6,188,0.9546359777450562
na66z1,na66z1,tql03c,tql03c,189,0.9582138061523438
na66z1,na66z1,qdapx4,qdapx4,190,0.95844966173172
na66z1,na66z1,8rqg81,8rqg81,191,0.9636482000350952
na66z1,na66z1,jilxp3,jilxp3,192,0.9646086096763611
na66z1,na66z1,wnlyeb,wnlyeb,193,0.9665000438690186
na66z1,na66z1,k398h6,k398h6,194,0.9684842228889465
